范围,题目,答案
中医儿科学,"题干描述：患儿，5岁。发热咽痛2天。高热不退，喉核赤肿，溃烂化脓，吞咽困难，口干口臭，大便十结，小便黄少，舌红，苔黄，脉数。其证候是
选项A：风热搏结
选项B：热毒炽盛
选项C：肺胃阴虚
选项D：脾胃积热
选项E：肺胃蕴热",B
中医儿科学,"题干描述：患儿，6岁。发热390C，喉核赤肿，咽喉疼痛，吞咽不利，鼻塞流涕，头痛身痛，舌红，苔薄黄，脉浮数。其证候是
选项A：风热搏结证
选项B：热毒炽盛证
选项C：肺胃阴虚证
选项D：脾胃积热证
选项E：肺胃蕴热证",A
中医儿科学,"题干描述：患儿，7岁。喉核赤肿，咽喉疼痛，吞咽不利，发热重，鼻塞流涕，头痛身痛，舌红，苔薄黄，脉浮数。其治法是
选项A：疏风清热，利咽消肿
选项B：清热解毒，利咽消肿
选项C：养阴润肺，软坚利咽
选项D：清热解毒，软解散结
选项E：利咽消肿，活血化瘀",A
中医儿科学,"题干描述：患儿，3岁。发热咽痛2天。高热不退，喉核赤肿，溃烂化脓，吞咽困难，口干口臭，大便干结，小便黄少，舌红，苔黄，脉数。其治法是
选项A：疏风清热，利咽消肿
选项B：清热解毒，利咽消肿
选项C：养阴润肺，软坚利咽
选项D：清热解毒，软解散结
选项E：利咽消肿，活血化瘀",B
中医儿科学,"题干描述：患儿，4岁。咽痛1周。喉核肿大暗红，咽干咽痒，日久不愈，干咳少痰，大便干结，小便黄少，舌质红，苔少，脉细数。其证候是
选项A：风热搏结
选项B：热毒炽盛
选项C：肺胃阴虚
选项D：脾胃积热
选项E：肺胃蕴热",C
中医儿科学,"题干描述：患儿，5岁。高热不退，喉核赤肿，溃烂化脓，吞咽困难，口干口臭，大便干结，小便黄少，舌红，苔黄，脉数。应首选的方剂是
选项A：银翘马勃散
选项B：牛蒡甘桔汤
选项C：养阴清肺汤
选项D：普济消毒饮
选项E：荆防败毒散",B
中医儿科学,"题干描述：下列不属于内伤咳嗽证的是
选项A：痰热咳嗽证
选项B：痰湿咳嗽证
选项C：气虚咳嗽证
选项D：阴虚咳嗽证
选项E：风寒咳嗽证",E
中医儿科学,"题干描述：小儿痰热咳嗽的主要特点是
选项A：干咳无痰，咽痒声嘶
选项B：咳嗽不爽，痰黄黏稠
选项C：咳而无力，痰白清稀
选项D：咳声重浊，痰多壅盛，色白而稀
选项E：咳嗽频作，声重咽痒，咳痰清稀",B
中医儿科学,"题干描述：小儿咳嗽的主要内因是
选项A：肺脾虚弱
选项B：肝肾阴虚
选项C：肺肾两虚
选项D：肝脾不和
选项E：心脾两虚",A
中医儿科学,"题干描述：小儿咳嗽的主要外因是
选项A：风邪
选项B：火邪
选项C：湿邪
选项D：寒邪
选项E：燥邪",A
中医儿科学,"题干描述：小儿外感风寒咳嗽的主要特点是
选项A：咳嗽频作，声重咽痒，咳痰清稀
选项B：咳嗽不爽，痰黄黏稠
选项C：咳声重浊，痰多壅盛，色白而稀
选项D：咳而无力，痰白清稀
选项E：干咳无痰，咽痒声嘶",A
中医儿科学,"题干描述：治疗阴虚咳嗽的首选方剂是
选项A：银翘散
选项B：桑菊饮
选项C：沙参麦冬汤
选项D：清金化痰汤
选项E：麦味地黄丸",C
中医儿科学,"题干描述：咳嗽的病变部位在肺，但常涉及到其他脏腑，其中最密切的是
选项A：肝
选项B：脾
选项C：肾
选项D：心
选项E：大肠",B
中医儿科学,"题干描述：患儿，3岁。咳嗽8天。干咳无痰，口渴咽干，喉痒，声音嘶哑，盗汗，手足心热，大便干结，舌红，少苔，脉细数。其治法是
选项A：健脾补肺，益气化痰
选项B：燥湿化痰，宣肺止咳
选项C：疏风散寒，宣肺止咳
选项D：滋阴润燥，养阴清肺
选项E：疏风清肺，润燥止咳",D
中医儿科学,"题干描述：患儿，3岁。咳嗽7天。干咳少痰，不易咯出，口渴咽干，喉痒，声音嘶哑，盗汗，手足心热，大便干结，舌红，少苔，脉细数。其证候是
选项A：风寒咳嗽
选项B：风热咳嗽
选项C：风燥咳嗽
选项D：气虚咳嗽
选项E：阴虚咳嗽",E
中医儿科学,"题干描述：患儿，5岁。咳嗽1周。证见咳嗽痰多，痰黄黏稠，难咯，喉间时有痰鸣，发热口渴，尿少色黄，舌质红，苔黄腻，脉滑数。治疗宜选方
选项A：清金化痰汤
选项B：桑菊饮
选项C：沙参麦冬汤
选项D：麻杏石甘汤
选项E：黄连解毒汤合三拗汤",A
中医儿科学,"题干描述：患儿，3岁。咳嗽发热2天。证见发热，38.2℃，鼻塞流浊涕，微汗恶风，咳嗽不爽，咽红，舌质红，苔薄黄，指纹浮紫。其治法是
选项A：疏风散寒，宣肺止咳
选项B：疏风解热，宣肺止咳
选项C：清热化痰，宣肺止咳
选项D：清热化痰，养阴润肺
选项E：清热涤痰，肃肺止咳",B
中医儿科学,"题干描述：患儿，2岁。起病2天，鼻塞流清涕，喷嚏时作，咳嗽频频，咳声较重，舌质正常，舌苔薄白，指纹浮红。其证候是
选项A：风寒咳嗽
选项B：风热咳嗽
选项C：痰热咳嗽
选项D：气虚咳嗽
选项E：阴虚咳嗽",A
中医儿科学,"题干描述：阴虚咳嗽证见
选项A：咳嗽反复不已，痰白清稀，气短懒言，自汗畏寒
选项B：干咳无痰，口渴咽干，咽痒声嘶，舌红少苔
选项C：咳嗽不爽，痰黄黏稠，不易咯出，舌苔黄腻
选项D：咳嗽频作，声重咽痒，咳痰清稀，舌苔薄白
选项E：咳嗽重浊，痰多壅盛，胸闷纳呆，舌苔白腻",B
中医儿科学,"题干描述：气虚咳嗽证见
选项A：咳嗽反复不已，痰白清稀，气短懒言，自汗畏寒
选项B：干咳无痰，口渴咽干，咽痒声嘶，舌红少苔
选项C：咳嗽不爽，痰黄黏稠，不易咯出，舌苔黄腻
选项D：咳嗽频作，声重咽痒，咳痰清稀，舌苔薄白
选项E：咳嗽重浊，痰多壅盛，胸闷纳呆，舌苔白腻",A
中医儿科学,"题干描述：肺炎喘嗽痰热闭肺证的临床表现为
选项A：恶寒发热，呛咳不爽，呼吸气急，痰白而稀
选项B：发热恶风，咳嗽气急，痰黄而黏，口渴咽红
选项C：发热烦躁，咳嗽喘促，气急鼻煽，喉间痰鸣
选项D：低热盗汗，干咳无痰，面色潮红，舌红少苔
选项E：面白少华，动则汗出，咳嗽无力，纳差便溏",C
中医儿科学,"题干描述：治疗小儿肺炎喘嗽毒热闭肺证的首选方剂是
选项A：银翘散
选项B：清金化痰丸
选项C：麻杏石甘汤
选项D：黄连解毒汤合麻杏石甘汤
选项E：五虎汤合葶苈大枣泻肺汤",D
中医儿科学,"题干描述：肺炎喘嗽肺脾气虚证的临床表现为
选项A：发热恶风，咳嗽气急，痰黄而黏，口渴咽红
选项B：面白少华，动则汗出，咳嗽无力，纳差便溏
选项C：发热烦躁，咳嗽喘促，气急鼻煽，喉间痰鸣
选项D：低热盗汗，干咳无痰，面色潮红，舌红少苔
选项E：恶寒发热，呛咳不爽，呼吸气急，痰白而稀",B
中医儿科学,"题干描述：小儿肺炎喘嗽的病机关键为
选项A：风寒闭肺
选项B：风热闭肺
选项C：毒热闭肺
选项D：肺气闭郁
选项E：肺脾气虚",D
中医儿科学,"题干描述：小儿肺炎喘嗽的主要治疗原则是
选项A：辛温宣肺，化痰止咳
选项B：辛凉宣肺，清热化痰
选项C：开肺化痰，止咳平喘
选项D：清热涤痰，肃肺定喘
选项E：清热解毒，泻肺开闭",C
中医儿科学,"题干描述：小儿肺炎喘嗽痰热闭肺证的治法是
选项A：辛温宣肺，化痰止咳
选项B：辛凉宣肺，清热化痰
选项C：开肺化痰，止咳平喘
选项D：清热涤痰，开肺定喘
选项E：清热解毒，泻肺开闭",D
中医儿科学,"题干描述：小儿肺炎喘嗽毒热闭肺证的治法是
选项A：辛温宣肺，化痰止咳
选项B：辛凉宣肺，清热化痰
选项C：开肺化痰，止咳平喘
选项D：清热涤痰，开肺定喘
选项E：清热解毒，泻肺开闭",E
中医儿科学,"题干描述：患儿，9岁。发热咳嗽2天。证见发热恶风，咳嗽气急，痰多而黄，口渴咽红，舌质红，苔薄白，脉浮数。其治法是
选项A：辛温宣肺，化痰止咳
选项B：辛凉宣肺，化痰止咳
选项C：清热涤痰，开肺定喘
选项D：清热解毒，泻肺开闭
选项E：养阴清肺，润肺止咳",B
中医儿科学,"题干描述：患儿，2岁。发热咳嗽3天。证见高热持续不退，咳嗽剧烈，气急鼻煽，烦躁喘憋，涕泪俱无，面赤唇红，大便秘结，舌红，苔黄，指纹紫滞。其治法是
选项A：辛温宣肺，化痰止咳
选项B：辛凉宣肺，清热化痰
选项C：清热涤痰，开肺定喘
选项D：清热解毒，泻肺开闭
选项E：养阴清肺，润肺止咳",D
中医儿科学,"题干描述：患儿，6岁。发热咳嗽5天。证见发热，无汗，呛咳不爽，呼吸气急，痰白而稀，咽不红，舌淡红，苔薄白，脉浮紧。治疗首选方
选项A：三拗汤
选项B：麻黄汤
选项C：华盖散
选项D：荆防败毒散
选项E：麻杏石甘汤",C
中医儿科学,"题干描述：患儿，2岁。发热咳嗽3天。证见发热，无汗，呛咳不爽，呼吸气急，痰声重浊，咽不红，舌淡红，苔薄白，指纹浮红。其证候是
选项A：风寒郁肺
选项B：风热闭肺
选项C：痰热闭肺
选项D：肺脾气虚
选项E：阴虚肺热",A
中医儿科学,"题干描述：患儿，5岁。证见发热烦躁，咳嗽喘促，气急鼻煽，呼吸困难，喉间痰鸣，面赤口渴，大便干燥，小便黄少，舌红，苔黄，脉滑数。其证候是
选项A：风寒闭肺
选项B：风热闭肺
选项C：痰热闭肺
选项D：毒热闭肺
选项E：阴虚肺热",C
中医儿科学,"题干描述：患儿，4岁。高热3天，持续不退，咳嗽剧烈，气急鼻煽，烦躁不安，忽见神昏谵语，四肢抽搐，双目上视，舌红绛，指纹直达命关。其治法是
选项A：辛凉宣肺，清热化痰
选项B：清热解毒，泻肺开闭
选项C：清热涤痰，开肺定喘
选项D：温补心阳，救逆固脱
选项E：平肝熄风，清心开窍",E
中医儿科学,"题干描述：患儿，12岁。发热咳嗽3天，证见高热烦躁，咳嗽喘促，气急鼻煽，呼吸困难，咯黄稠痰，胸闷胀满，面赤口渴，大便干燥，舌红，苔黄，脉滑数。治疗首选方
选项A：华盖散
选项B：麻杏石甘汤
选项C：麻杏石甘汤合葶苈大枣泻肺汤
选项D：银翘散合麻杏石甘汤
选项E：黄连解毒汤合三拗汤",C
中医儿科学,"题干描述：患儿，4岁。证见高热持续，咳嗽剧烈，喉间痰鸣，气急鼻煽，烦躁喘憋，涕泪俱无，鼻孔干燥，面赤唇红，口渴咽干，大便秘结，舌红而干，苔黄，脉数。治疗首选方
选项A：华盖散
选项B：麻杏石甘汤
选项C：五虎汤合葶苈大枣泻肺汤
选项D：银翘散合麻杏石甘汤
选项E：黄连解毒汤合麻杏石甘汤",E
中医儿科学,"题干描述：患儿，9岁。1个月前患肺炎喘嗽，迁延未愈，证见低热盗汗，干咳无痰，面色潮红，五心烦热，舌红少津，少苔，脉细数。治疗首选方
选项A：麦门冬汤
选项B：沙参麦冬汤
选项C：补肺阿胶汤
选项D：青蒿鳖甲汤
选项E：人参五味子汤",B
中医儿科学,"题干描述：患儿，7岁。患肺炎喘嗽已半月，经治疗症状好转，现证见低热，面白少华，多汗，咳嗽无力，纳差，便溏，舌淡红，苔薄白，脉弱。治疗首选方
选项A：沙参麦冬汤
选项B：六君子汤
选项C：人参五味子汤
选项D：参苓白术散
选项E：补中益气汤",C
中医儿科学,"题干描述：患儿，2岁。发热咳嗽2天，高热顿躁，咳嗽喘促，气急鼻煽，呼吸困难，突见面色苍白，口唇紫绀，精神萎靡，胁下痞块，舌质紫，苔薄白，指纹紫滞。其证候是
选项A：风热闭肺
选项B：毒热闭肺
选项C：邪陷厥阴
选项D：心阳虚衰
选项E：痰热闭肺",D
中医儿科学,"题干描述：治疗肺炎喘嗽风寒闭肺证的首选方是
选项A：金沸草散
选项B：小青龙汤
选项C：三拗汤
选项D：华盖散
选项E：荆防败毒散",D
中医儿科学,"题干描述：治疗咳嗽风寒咳嗽证的首选方是
选项A：金沸草散
选项B：小青龙汤
选项C：三拗汤
选项D：华盖散
选项E：荆防败毒散",A
中医儿科学,"题干描述：与哮喘发病关系最密切的脏腑是
选项A：肺心肝
选项B：肺脾心
选项C：肺肝脾
选项D：肝脾肾
选项E：肺脾肾",E
中医儿科学,"题干描述：下列哪项不属于哮喘的临床特征
选项A：发热
选项B：喘息气促
选项C：喉间痰鸣
选项D：呼气延长
选项E：甚者紫绀",A
中医儿科学,"题干描述：治疗小儿哮喘肺脾气虚证首选方是
选项A：金匮肾气丸
选项B：苏子降气汤
选项C：麻杏石甘汤合苏葶丸
选项D：小青龙汤合三子养亲汤
选项E：人参五味子汤合玉屏风散",E
中医儿科学,"题干描述：患儿，5岁。咳嗽喘促半天。证见气喘，喉间哮鸣，咳嗽，胸闷，痰稀色白有泡沫，喷嚏鼻塞，流清涕，唇青，形寒肢凉，无汗，口不渴，小便清长，大便溏薄，咽不红，舌质淡红，苔薄白，脉浮紧，指纹红。其治法是
选项A：温肺散寒，涤痰定喘
选项B：清肺涤痰，止咳平喘
选项C：解表清里，定喘止咳
选项D：泻肺补肾，标本兼顾
选项E：健脾温肾，固摄纳气",A
中医儿科学,"题干描述：患儿，6岁。咳嗽喘促1天。证见喘促气急，咳嗽痰鸣，恶寒发热，鼻流清涕，咯痰黄稠，口渴，大便干，舌红，苔白，脉滑数。其治法是
选项A：温肺散寒，化痰定喘
选项B：清肺涤痰，止咳平喘
选项C：解表清里，止咳定喘
选项D：泻肺补肾，标本兼顾
选项E：健脾温肾，固摄纳气",C
中医儿科学,"题干描述：患儿，9岁。咳嗽喘促3天。证见咳嗽，喉间痰鸣，喘促气急，鼻塞，喷嚏，流清涕，咯痰黄稠，大便秘结，舌红，苔白，脉浮滑。其证候是
选项A：寒性哮喘
选项B：外寒内热
选项C：热性哮喘
选项D：肺实肾虚
选项E：肺肾阴虚",B
